t,UAB
7.125,0.999
7.13,0.99895
7.135,0.99898
7.14,0.99897
7.145,0.99895
7.15,0.99896
7.155,0.99889
7.16,0.99892
7.165,0.99886
7.17,0.99892
7.175,0.9989
7.18,0.99891
7.185,0.99891
7.19,0.99892
7.195,0.99895
7.2,0.99894
7.205,0.99903
7.21,0.99897
7.215,0.99904
7.22,0.99899
7.225,0.99907
7.23,0.99901
7.235,0.99906
7.24,0.99903
7.245,0.99901
7.25,0.999
7.255,0.99897
7.26,0.999
7.265,0.99897
7.27,0.99901
7.275,0.99896
7.28,0.99899
7.285,0.99899
7.29,0.99902
7.295,0.99904
7.3,0.99903
7.305,0.99907
7.31,0.99903
7.315,0.99906
7.32,0.99903
7.325,0.99904
7.33,0.99901
7.335,0.99899
7.34,0.999
7.345,0.99896
7.35,0.99898
7.355,0.99896
7.36,0.99896
7.365,0.99893
7.37,0.99894
7.375,0.99893
7.38,0.99892
7.385,0.99894
7.39,0.99892
7.395,0.99892
7.4,0.99891
7.405,0.99888
7.41,0.99887
7.415,0.99882
7.42,0.99884
7.425,0.99876
7.43,0.99882
7.435,0.99876
7.44,0.99879
7.445,0.99876
7.45,0.99879
7.455,0.99878
7.46,0.9988
7.465,0.99879
7.47,0.99881
7.475,0.99882
7.48,0.9988
7.485,0.99881
7.49,0.99879
7.495,0.99878
7.5,0.9988
7.505,0.99877
7.51,0.99879
7.515,0.99872
7.52,0.99874
7.525,0.99868
7.53,0.99874
7.535,0.99871
7.54,0.99874
7.545,0.99871
7.55,0.99874
7.555,0.99874
7.56,0.99874
7.565,0.99876
7.57,0.99874
7.575,0.99876
7.58,0.99874
7.585,0.99877
7.59,0.99876
7.595,0.99876
7.6,0.99876
7.605,0.99874
7.61,0.99875
7.615,0.99871
7.62,0.99873
7.625,0.99867
7.63,0.99872
7.635,0.99869
7.64,0.99872
7.645,0.99872
7.65,0.99873
7.655,0.99874
7.66,0.99875
7.665,0.99877
7.67,0.99875
7.675,0.99876
7.68,0.99876
7.685,0.99875
7.69,0.99875
7.695,0.99874
7.7,0.99876
7.705,0.99873
7.71,0.99876
7.715,0.99874
7.72,0.99875
7.725,0.99878
7.73,0.99877
7.735,0.99882
7.74,0.9988
7.745,0.99885
7.75,0.9988
7.755,0.99882
7.76,0.99879
7.765,0.99877
7.77,0.99877
7.775,0.99873
