t,UAB(V),delta,UAB
3.63,100.5,1.005,1.00023
3.630625,100.49,1.0049,1.00013
3.63125,100.49,1.0049,1.00013
3.631875,100.48,1.0048,1.00003
3.6325,100.48,1.0048,1.00003
3.633125,100.48,1.0048,1.00003
3.63375,100.48,1.0048,1.00003
3.634375,100.49,1.0049,1.00013
3.635,100.49,1.0049,1.00013
3.635625,100.5,1.005,1.00023
3.63625,100.5,1.005,1.00023
3.636875,100.5,1.005,1.00023
3.6375,100.5,1.005,1.00023
3.638125,100.5,1.005,1.00023
3.63875,100.5,1.005,1.00023
3.639375,100.5,1.005,1.00023
3.64,100.5,1.005,1.00023
3.640625,100.49,1.0049,1.00013
3.64125,100.48,1.0048,1.00003
3.641875,100.48,1.0048,1.00003
3.6425,100.48,1.0048,1.00003
3.643125,100.48,1.0048,1.00003
3.64375,100.48,1.0048,1.00003
3.644375,100.48,1.0048,1.00003
3.645,100.48,1.0048,1.00003
3.645625,100.48,1.0048,1.00003
3.64625,100.49,1.0049,1.00013
3.646875,100.49,1.0049,1.00013
3.6475,100.49,1.0049,1.00013
3.648125,100.49,1.0049,1.00013
3.64875,100.49,1.0049,1.00013
3.649375,100.49,1.0049,1.00013
3.65,100.49,1.0049,1.00013
3.650625,100.48,1.0048,1.00003
3.65125,100.48,1.0048,1.00003
3.651875,100.47,1.0047,0.99993
3.6525,100.47,1.0047,0.99993
3.653125,100.47,1.0047,0.99993
3.65375,100.47,1.0047,0.99993
3.654375,100.47,1.0047,0.99993
3.655,100.47,1.0047,0.99993
3.655625,100.48,1.0048,1.00003
3.65625,100.48,1.0048,1.00003
3.656875,100.48,1.0048,1.00003
3.6575,100.49,1.0049,1.00013
3.658125,100.49,1.0049,1.00013
3.65875,100.49,1.0049,1.00013
3.659375,100.49,1.0049,1.00013
3.66,100.48,1.0048,1.00003
3.660625,100.48,1.0048,1.00003
3.66125,100.47,1.0047,0.99993
3.661875,100.47,1.0047,0.99993
3.6625,100.47,1.0047,0.99993
3.663125,100.47,1.0047,0.99993
3.66375,100.47,1.0047,0.99993
3.664375,100.47,1.0047,0.99993
3.665,100.48,1.0048,1.00003
3.665625,100.48,1.0048,1.00003
3.66625,100.48,1.0048,1.00003
3.666875,100.48,1.0048,1.00003
3.6675,100.49,1.0049,1.00013
3.668125,100.49,1.0049,1.00013
3.66875,100.49,1.0049,1.00013
3.669375,100.48,1.0048,1.00003
3.67,100.48,1.0048,1.00003
3.670625,100.48,1.0048,1.00003
3.67125,100.47,1.0047,0.99993
3.671875,100.47,1.0047,0.99993
3.6725,100.47,1.0047,0.99993
3.673125,100.47,1.0047,0.99993
3.67375,100.47,1.0047,0.99993
3.674375,100.47,1.0047,0.99993
3.675,100.47,1.0047,0.99993
3.675625,100.48,1.0048,1.00003
3.67625,100.48,1.0048,1.00003
3.676875,100.49,1.0049,1.00013
3.6775,100.49,1.0049,1.00013
3.678125,100.49,1.0049,1.00013
3.67875,100.49,1.0049,1.00013
3.679375,100.48,1.0048,1.00003
3.68,100.48,1.0048,1.00003
3.680625,100.48,1.0048,1.00003
3.68125,100.47,1.0047,0.99993
3.681875,100.47,1.0047,0.99993
3.6825,100.47,1.0047,0.99993
3.683125,100.47,1.0047,0.99993
3.68375,100.47,1.0047,0.99993
3.684375,100.47,1.0047,0.99993
3.685,100.48,1.0048,1.00003
3.685625,100.48,1.0048,1.00003
3.68625,100.49,1.0049,1.00013
3.686875,100.49,1.0049,1.00013
3.6875,100.49,1.0049,1.00013
3.688125,100.49,1.0049,1.00013
3.68875,100.49,1.0049,1.00013
3.689375,100.49,1.0049,1.00013
3.69,100.49,1.0049,1.00013
3.690625,100.48,1.0048,1.00003
3.69125,100.48,1.0048,1.00003
3.691875,100.48,1.0048,1.00003
3.6925,100.47,1.0047,0.99993
3.693125,100.47,1.0047,0.99993
3.69375,100.47,1.0047,0.99993
3.694375,100.47,1.0047,0.99993
3.695,100.48,1.0048,1.00003
3.695625,100.48,1.0048,1.00003
3.69625,100.48,1.0048,1.00003
3.696875,100.48,1.0048,1.00003
3.6975,100.48,1.0048,1.00003
3.698125,100.49,1.0049,1.00013
3.69875,100.48,1.0048,1.00003
3.699375,100.48,1.0048,1.00003
3.7,100.48,1.0048,1.00003
3.700625,100.48,1.0048,1.00003
3.70125,100.47,1.0047,0.99993
3.701875,100.47,1.0047,0.99993
3.7025,100.46,1.0046,0.99983
3.703125,100.47,1.0047,0.99993
3.70375,100.46,1.0046,0.99983
3.704375,100.47,1.0047,0.99993
3.705,100.47,1.0047,0.99993
3.705625,100.47,1.0047,0.99993
3.70625,100.48,1.0048,1.00003
3.706875,100.48,1.0048,1.00003
3.7075,100.48,1.0048,1.00003
3.708125,100.48,1.0048,1.00003
3.70875,100.48,1.0048,1.00003
3.709375,100.48,1.0048,1.00003
3.71,100.48,1.0048,1.00003
3.710625,100.47,1.0047,0.99993
3.71125,100.47,1.0047,0.99993
3.711875,100.46,1.0046,0.99983
3.7125,100.46,1.0046,0.99983
3.713125,100.46,1.0046,0.99983
3.71375,100.47,1.0047,0.99993
3.714375,100.47,1.0047,0.99993
3.715,100.47,1.0047,0.99993
3.715625,100.47,1.0047,0.99993
3.71625,100.48,1.0048,1.00003
3.716875,100.48,1.0048,1.00003
3.7175,100.48,1.0048,1.00003
3.718125,100.48,1.0048,1.00003
3.71875,100.48,1.0048,1.00003
3.719375,100.48,1.0048,1.00003
3.72,100.48,1.0048,1.00003
3.720625,100.47,1.0047,0.99993
3.72125,100.47,1.0047,0.99993
3.721875,100.47,1.0047,0.99993
3.7225,100.47,1.0047,0.99993
3.723125,100.46,1.0046,0.99983
3.72375,100.47,1.0047,0.99993
3.724375,100.47,1.0047,0.99993
3.725,100.47,1.0047,0.99993
3.725625,100.48,1.0048,1.00003
3.72625,100.48,1.0048,1.00003
3.726875,100.48,1.0048,1.00003
3.7275,100.48,1.0048,1.00003
3.728125,100.49,1.0049,1.00013
3.72875,100.48,1.0048,1.00003
3.729375,100.48,1.0048,1.00003
3.73,100.48,1.0048,1.00003
3.730625,100.48,1.0048,1.00003
3.73125,100.47,1.0047,0.99993
3.731875,100.47,1.0047,0.99993
3.7325,100.47,1.0047,0.99993
3.733125,100.47,1.0047,0.99993
3.73375,100.47,1.0047,0.99993
3.734375,100.47,1.0047,0.99993
3.735,100.47,1.0047,0.99993
3.735625,100.48,1.0048,1.00003
3.73625,100.48,1.0048,1.00003
3.736875,100.48,1.0048,1.00003
3.7375,100.49,1.0049,1.00013
3.738125,100.49,1.0049,1.00013
3.73875,100.49,1.0049,1.00013
3.739375,100.48,1.0048,1.00003
3.74,100.48,1.0048,1.00003
3.740625,100.48,1.0048,1.00003
3.74125,100.48,1.0048,1.00003
3.741875,100.47,1.0047,0.99993
3.7425,100.47,1.0047,0.99993
3.743125,100.47,1.0047,0.99993
3.74375,100.47,1.0047,0.99993
3.744375,100.48,1.0048,1.00003
3.745,100.48,1.0048,1.00003
3.745625,100.48,1.0048,1.00003
3.74625,100.49,1.0049,1.00013
3.746875,100.49,1.0049,1.00013
3.7475,100.49,1.0049,1.00013
3.748125,100.49,1.0049,1.00013
3.74875,100.49,1.0049,1.00013
3.749375,100.49,1.0049,1.00013
3.75,100.49,1.0049,1.00013
3.750625,100.48,1.0048,1.00003
3.75125,100.48,1.0048,1.00003
3.751875,100.48,1.0048,1.00003
3.7525,100.47,1.0047,0.99993
3.753125,100.47,1.0047,0.99993
3.75375,100.47,1.0047,0.99993
3.754375,100.48,1.0048,1.00003
3.755,100.48,1.0048,1.00003
3.755625,100.48,1.0048,1.00003
3.75625,100.49,1.0049,1.00013
3.756875,100.49,1.0049,1.00013
3.7575,100.49,1.0049,1.00013
3.758125,100.49,1.0049,1.00013
3.75875,100.49,1.0049,1.00013
3.759375,100.49,1.0049,1.00013
3.76,100.49,1.0049,1.00013
3.760625,100.48,1.0048,1.00003
3.76125,100.48,1.0048,1.00003
3.761875,100.47,1.0047,0.99993
3.7625,100.47,1.0047,0.99993
3.763125,100.47,1.0047,0.99993
3.76375,100.47,1.0047,0.99993
3.764375,100.47,1.0047,0.99993
3.765,100.48,1.0048,1.00003
3.765625,100.48,1.0048,1.00003
3.76625,100.48,1.0048,1.00003
3.766875,100.49,1.0049,1.00013
3.7675,100.49,1.0049,1.00013
3.768125,100.49,1.0049,1.00013
3.76875,100.49,1.0049,1.00013
3.769375,100.49,1.0049,1.00013
3.77,100.48,1.0048,1.00003
3.770625,100.48,1.0048,1.00003
3.77125,100.48,1.0048,1.00003
3.771875,100.47,1.0047,0.99993
3.7725,100.47,1.0047,0.99993
3.773125,100.47,1.0047,0.99993
3.77375,100.47,1.0047,0.99993
3.774375,100.47,1.0047,0.99993
3.775,100.47,1.0047,0.99993
3.775625,100.48,1.0048,1.00003
3.77625,100.48,1.0048,1.00003
3.776875,100.48,1.0048,1.00003
3.7775,100.49,1.0049,1.00013
3.778125,100.49,1.0049,1.00013
3.77875,100.49,1.0049,1.00013
3.779375,100.48,1.0048,1.00003
3.78,100.48,1.0048,1.00003
3.780625,100.48,1.0048,1.00003
3.78125,100.47,1.0047,0.99993
3.781875,100.47,1.0047,0.99993
3.7825,100.47,1.0047,0.99993
3.783125,100.47,1.0047,0.99993
3.78375,100.47,1.0047,0.99993
3.784375,100.48,1.0048,1.00003
3.785,100.47,1.0047,0.99993
3.785625,100.48,1.0048,1.00003
3.78625,100.48,1.0048,1.00003
3.786875,100.48,1.0048,1.00003
3.7875,100.49,1.0049,1.00013
3.788125,100.49,1.0049,1.00013
3.78875,100.49,1.0049,1.00013
3.789375,100.48,1.0048,1.00003
3.79,100.48,1.0048,1.00003
3.790625,100.48,1.0048,1.00003
3.79125,100.48,1.0048,1.00003
3.791875,100.47,1.0047,0.99993
3.7925,100.47,1.0047,0.99993
3.793125,100.47,1.0047,0.99993
3.79375,100.48,1.0048,1.00003
3.794375,100.48,1.0048,1.00003
3.795,100.48,1.0048,1.00003
3.795625,100.49,1.0049,1.00013
3.79625,100.49,1.0049,1.00013
3.796875,100.49,1.0049,1.00013
3.7975,100.49,1.0049,1.00013
3.798125,100.5,1.005,1.00023
3.79875,100.5,1.005,1.00023
3.799375,100.49,1.0049,1.00013
3.8,100.49,1.0049,1.00013
3.800625,100.48,1.0048,1.00003
3.80125,100.48,1.0048,1.00003
3.801875,100.48,1.0048,1.00003
3.8025,100.48,1.0048,1.00003
3.803125,100.48,1.0048,1.00003
3.80375,100.47,1.0047,0.99993
3.804375,100.48,1.0048,1.00003
3.805,100.48,1.0048,1.00003
3.805625,100.49,1.0049,1.00013
3.80625,100.49,1.0049,1.00013
3.806875,100.49,1.0049,1.00013
3.8075,100.5,1.005,1.00023
3.808125,100.5,1.005,1.00023
3.80875,100.49,1.0049,1.00013
3.809375,100.49,1.0049,1.00013
3.81,100.49,1.0049,1.00013
3.810625,100.48,1.0048,1.00003
3.81125,100.48,1.0048,1.00003
3.811875,100.47,1.0047,0.99993
3.8125,100.47,1.0047,0.99993
3.813125,100.47,1.0047,0.99993
3.81375,100.47,1.0047,0.99993
3.814375,100.47,1.0047,0.99993
3.815,100.47,1.0047,0.99993
3.815625,100.47,1.0047,0.99993
3.81625,100.48,1.0048,1.00003
3.816875,100.48,1.0048,1.00003
3.8175,100.48,1.0048,1.00003
3.818125,100.48,1.0048,1.00003
3.81875,100.48,1.0048,1.00003
3.819375,100.48,1.0048,1.00003
3.82,100.48,1.0048,1.00003
3.820625,100.48,1.0048,1.00003
3.82125,100.47,1.0047,0.99993
3.821875,100.47,1.0047,0.99993
3.8225,100.47,1.0047,0.99993
3.823125,100.47,1.0047,0.99993
3.82375,100.47,1.0047,0.99993
3.824375,100.47,1.0047,0.99993
3.825,100.47,1.0047,0.99993
3.825625,100.48,1.0048,1.00003
3.82625,100.48,1.0048,1.00003
3.826875,100.48,1.0048,1.00003
3.8275,100.48,1.0048,1.00003
3.828125,100.48,1.0048,1.00003
3.82875,100.48,1.0048,1.00003
3.829375,100.48,1.0048,1.00003
3.83,100.48,1.0048,1.00003
3.830625,100.48,1.0048,1.00003
3.83125,100.47,1.0047,0.99993
3.831875,100.47,1.0047,0.99993
3.8325,100.47,1.0047,0.99993
3.833125,100.47,1.0047,0.99993
3.83375,100.47,1.0047,0.99993
3.834375,100.47,1.0047,0.99993
3.835,100.47,1.0047,0.99993
3.835625,100.48,1.0048,1.00003
3.83625,100.48,1.0048,1.00003
3.836875,100.48,1.0048,1.00003
3.8375,100.49,1.0049,1.00013
3.838125,100.49,1.0049,1.00013
3.83875,100.49,1.0049,1.00013
3.839375,100.49,1.0049,1.00013
3.84,100.48,1.0048,1.00003
3.840625,100.48,1.0048,1.00003
3.84125,100.47,1.0047,0.99993
3.841875,100.47,1.0047,0.99993
3.8425,100.46,1.0046,0.99983
3.843125,100.46,1.0046,0.99983
3.84375,100.46,1.0046,0.99983
3.844375,100.47,1.0047,0.99993
3.845,100.47,1.0047,0.99993
3.845625,100.48,1.0048,1.00003
3.84625,100.48,1.0048,1.00003
3.846875,100.49,1.0049,1.00013
3.8475,100.49,1.0049,1.00013
3.848125,100.49,1.0049,1.00013
3.84875,100.49,1.0049,1.00013
3.849375,100.49,1.0049,1.00013
3.85,100.48,1.0048,1.00003
3.850625,100.48,1.0048,1.00003
3.85125,100.48,1.0048,1.00003
3.851875,100.47,1.0047,0.99993
3.8525,100.47,1.0047,0.99993
3.853125,100.47,1.0047,0.99993
3.85375,100.47,1.0047,0.99993
3.854375,100.47,1.0047,0.99993
3.855,100.48,1.0048,1.00003
3.855625,100.48,1.0048,1.00003
3.85625,100.49,1.0049,1.00013
3.856875,100.49,1.0049,1.00013
3.8575,100.49,1.0049,1.00013
3.858125,100.49,1.0049,1.00013
3.85875,100.49,1.0049,1.00013
3.859375,100.49,1.0049,1.00013
3.86,100.49,1.0049,1.00013
3.860625,100.49,1.0049,1.00013
3.86125,100.48,1.0048,1.00003
3.861875,100.48,1.0048,1.00003
3.8625,100.48,1.0048,1.00003
3.863125,100.48,1.0048,1.00003
3.86375,100.47,1.0047,0.99993
3.864375,100.48,1.0048,1.00003
3.865,100.48,1.0048,1.00003
3.865625,100.48,1.0048,1.00003
3.86625,100.49,1.0049,1.00013
3.866875,100.49,1.0049,1.00013
3.8675,100.5,1.005,1.00023
3.868125,100.5,1.005,1.00023
3.86875,100.5,1.005,1.00023
3.869375,100.49,1.0049,1.00013
3.87,100.49,1.0049,1.00013
3.870625,100.49,1.0049,1.00013
3.87125,100.48,1.0048,1.00003
3.871875,100.48,1.0048,1.00003
3.8725,100.48,1.0048,1.00003
3.873125,100.47,1.0047,0.99993
3.87375,100.47,1.0047,0.99993
3.874375,100.48,1.0048,1.00003
3.875,100.48,1.0048,1.00003
3.875625,100.48,1.0048,1.00003
3.87625,100.49,1.0049,1.00013
3.876875,100.49,1.0049,1.00013
3.8775,100.49,1.0049,1.00013
3.878125,100.49,1.0049,1.00013
3.87875,100.49,1.0049,1.00013
3.879375,100.49,1.0049,1.00013
3.88,100.48,1.0048,1.00003
3.880625,100.48,1.0048,1.00003
3.88125,100.48,1.0048,1.00003
3.881875,100.47,1.0047,0.99993
3.8825,100.47,1.0047,0.99993
3.883125,100.47,1.0047,0.99993
3.88375,100.47,1.0047,0.99993
3.884375,100.48,1.0048,1.00003
3.885,100.48,1.0048,1.00003
3.885625,100.48,1.0048,1.00003
3.88625,100.48,1.0048,1.00003
3.886875,100.49,1.0049,1.00013
3.8875,100.49,1.0049,1.00013
3.888125,100.49,1.0049,1.00013
3.88875,100.49,1.0049,1.00013
3.889375,100.49,1.0049,1.00013
3.89,100.49,1.0049,1.00013
3.890625,100.48,1.0048,1.00003
3.89125,100.48,1.0048,1.00003
3.891875,100.47,1.0047,0.99993
3.8925,100.47,1.0047,0.99993
3.893125,100.47,1.0047,0.99993
3.89375,100.47,1.0047,0.99993
3.894375,100.47,1.0047,0.99993
3.895,100.48,1.0048,1.00003
3.895625,100.48,1.0048,1.00003
3.89625,100.48,1.0048,1.00003
3.896875,100.49,1.0049,1.00013
3.8975,100.49,1.0049,1.00013
3.898125,100.49,1.0049,1.00013
3.89875,100.49,1.0049,1.00013
3.899375,100.49,1.0049,1.00013
3.9,100.48,1.0048,1.00003
3.900625,100.48,1.0048,1.00003
3.90125,100.48,1.0048,1.00003
3.901875,100.48,1.0048,1.00003
3.9025,100.48,1.0048,1.00003
3.903125,100.47,1.0047,0.99993
3.90375,100.48,1.0048,1.00003
3.904375,100.48,1.0048,1.00003
3.905,100.48,1.0048,1.00003
3.905625,100.49,1.0049,1.00013
3.90625,100.49,1.0049,1.00013
3.906875,100.49,1.0049,1.00013
3.9075,100.5,1.005,1.00023
3.908125,100.5,1.005,1.00023
3.90875,100.5,1.005,1.00023
3.909375,100.49,1.0049,1.00013
3.91,100.49,1.0049,1.00013
3.910625,100.49,1.0049,1.00013
3.91125,100.48,1.0048,1.00003
3.911875,100.48,1.0048,1.00003
3.9125,100.48,1.0048,1.00003
3.913125,100.47,1.0047,0.99993
3.91375,100.48,1.0048,1.00003
3.914375,100.48,1.0048,1.00003
3.915,100.48,1.0048,1.00003
3.915625,100.48,1.0048,1.00003
3.91625,100.49,1.0049,1.00013
3.916875,100.49,1.0049,1.00013
3.9175,100.49,1.0049,1.00013
3.918125,100.49,1.0049,1.00013
3.91875,100.49,1.0049,1.00013
3.919375,100.49,1.0049,1.00013
3.92,100.49,1.0049,1.00013
3.920625,100.48,1.0048,1.00003
3.92125,100.48,1.0048,1.00003
3.921875,100.48,1.0048,1.00003
3.9225,100.48,1.0048,1.00003
3.923125,100.47,1.0047,0.99993
3.92375,100.48,1.0048,1.00003
3.924375,100.48,1.0048,1.00003
3.925,100.48,1.0048,1.00003
3.925625,100.48,1.0048,1.00003
3.92625,100.48,1.0048,1.00003
3.926875,100.49,1.0049,1.00013
3.9275,100.49,1.0049,1.00013
3.928125,100.49,1.0049,1.00013
3.92875,100.49,1.0049,1.00013
3.929375,100.49,1.0049,1.00013
3.93,100.49,1.0049,1.00013
3.930625,100.48,1.0048,1.00003
3.93125,100.48,1.0048,1.00003
3.931875,100.47,1.0047,0.99993
3.9325,100.47,1.0047,0.99993
3.933125,100.47,1.0047,0.99993
3.93375,100.47,1.0047,0.99993
3.934375,100.48,1.0048,1.00003
3.935,100.48,1.0048,1.00003
3.935625,100.48,1.0048,1.00003
3.93625,100.48,1.0048,1.00003
3.936875,100.49,1.0049,1.00013
3.9375,100.49,1.0049,1.00013
3.938125,100.49,1.0049,1.00013
3.93875,100.49,1.0049,1.00013
3.939375,100.49,1.0049,1.00013
3.94,100.49,1.0049,1.00013
3.940625,100.48,1.0048,1.00003
3.94125,100.48,1.0048,1.00003
3.941875,100.48,1.0048,1.00003
3.9425,100.47,1.0047,0.99993
3.943125,100.47,1.0047,0.99993
3.94375,100.47,1.0047,0.99993
3.944375,100.47,1.0047,0.99993
3.945,100.48,1.0048,1.00003
3.945625,100.48,1.0048,1.00003
3.94625,100.48,1.0048,1.00003
3.946875,100.49,1.0049,1.00013
3.9475,100.49,1.0049,1.00013
3.948125,100.49,1.0049,1.00013
3.94875,100.49,1.0049,1.00013
3.949375,100.49,1.0049,1.00013
3.95,100.48,1.0048,1.00003
3.950625,100.48,1.0048,1.00003
3.95125,100.48,1.0048,1.00003
3.951875,100.48,1.0048,1.00003
3.9525,100.47,1.0047,0.99993
3.953125,100.47,1.0047,0.99993
3.95375,100.47,1.0047,0.99993
3.954375,100.47,1.0047,0.99993
3.955,100.48,1.0048,1.00003
3.955625,100.48,1.0048,1.00003
3.95625,100.49,1.0049,1.00013
3.956875,100.49,1.0049,1.00013
3.9575,100.49,1.0049,1.00013
3.958125,100.49,1.0049,1.00013
3.95875,100.49,1.0049,1.00013
3.959375,100.49,1.0049,1.00013
3.96,100.48,1.0048,1.00003
3.960625,100.48,1.0048,1.00003
3.96125,100.48,1.0048,1.00003
3.961875,100.47,1.0047,0.99993
3.9625,100.47,1.0047,0.99993
3.963125,100.47,1.0047,0.99993
3.96375,100.48,1.0048,1.00003
3.964375,100.48,1.0048,1.00003
3.965,100.48,1.0048,1.00003
3.965625,100.49,1.0049,1.00013
3.96625,100.49,1.0049,1.00013
3.966875,100.5,1.005,1.00023
3.9675,100.5,1.005,1.00023
3.968125,100.5,1.005,1.00023
3.96875,100.5,1.005,1.00023
3.969375,100.5,1.005,1.00023
3.97,100.49,1.0049,1.00013
3.970625,100.49,1.0049,1.00013
3.97125,100.48,1.0048,1.00003
3.971875,100.48,1.0048,1.00003
3.9725,100.48,1.0048,1.00003
3.973125,100.48,1.0048,1.00003
3.97375,100.48,1.0048,1.00003
3.974375,100.48,1.0048,1.00003
3.975,100.48,1.0048,1.00003
3.975625,100.48,1.0048,1.00003
3.97625,100.49,1.0049,1.00013
3.976875,100.49,1.0049,1.00013
3.9775,100.49,1.0049,1.00013
3.978125,100.49,1.0049,1.00013
3.97875,100.49,1.0049,1.00013
3.979375,100.49,1.0049,1.00013
3.98,100.49,1.0049,1.00013
3.980625,100.48,1.0048,1.00003
3.98125,100.48,1.0048,1.00003
3.981875,100.48,1.0048,1.00003
3.9825,100.47,1.0047,0.99993
3.983125,100.47,1.0047,0.99993
3.98375,100.47,1.0047,0.99993
3.984375,100.47,1.0047,0.99993
3.985,100.48,1.0048,1.00003
3.985625,100.48,1.0048,1.00003
3.98625,100.48,1.0048,1.00003
3.986875,100.49,1.0049,1.00013
3.9875,100.49,1.0049,1.00013
3.988125,100.49,1.0049,1.00013
3.98875,100.49,1.0049,1.00013
3.989375,100.49,1.0049,1.00013
3.99,100.49,1.0049,1.00013
3.990625,100.48,1.0048,1.00003
3.99125,100.48,1.0048,1.00003
3.991875,100.48,1.0048,1.00003
3.9925,100.47,1.0047,0.99993
3.993125,100.47,1.0047,0.99993
3.99375,100.48,1.0048,1.00003
3.994375,100.48,1.0048,1.00003
3.995,100.48,1.0048,1.00003
3.995625,100.49,1.0049,1.00013
3.99625,100.49,1.0049,1.00013
3.996875,100.49,1.0049,1.00013
3.9975,100.5,1.005,1.00023
3.998125,100.5,1.005,1.00023
3.99875,100.5,1.005,1.00023
3.999375,100.49,1.0049,1.00013
4,100.49,1.0049,1.00013
4.000625,100.49,1.0049,1.00013
4.00125,100.48,1.0048,1.00003
4.001875,100.48,1.0048,1.00003
4.0025,100.48,1.0048,1.00003
4.003125,100.47,1.0047,0.99993
4.00375,100.47,1.0047,0.99993
4.004375,100.48,1.0048,1.00003
4.005,100.48,1.0048,1.00003
4.005625,100.48,1.0048,1.00003
4.00625,100.49,1.0049,1.00013
4.006875,100.49,1.0049,1.00013
4.0075,100.49,1.0049,1.00013
4.008125,100.49,1.0049,1.00013
4.00875,100.49,1.0049,1.00013
4.009375,100.49,1.0049,1.00013
4.01,100.49,1.0049,1.00013
4.010625,100.48,1.0048,1.00003
4.01125,100.48,1.0048,1.00003
4.011875,100.48,1.0048,1.00003
4.0125,100.47,1.0047,0.99993
4.013125,100.47,1.0047,0.99993
4.01375,100.48,1.0048,1.00003
4.014375,100.48,1.0048,1.00003
4.015,100.48,1.0048,1.00003
4.015625,100.49,1.0049,1.00013
4.01625,100.49,1.0049,1.00013
4.016875,100.49,1.0049,1.00013
4.0175,100.5,1.005,1.00023
4.018125,100.5,1.005,1.00023
4.01875,100.5,1.005,1.00023
4.019375,100.49,1.0049,1.00013
4.02,100.49,1.0049,1.00013
4.020625,100.49,1.0049,1.00013
4.02125,100.49,1.0049,1.00013
4.021875,100.48,1.0048,1.00003
4.0225,100.48,1.0048,1.00003
4.023125,100.48,1.0048,1.00003
4.02375,100.48,1.0048,1.00003
4.024375,100.48,1.0048,1.00003
4.025,100.49,1.0049,1.00013
4.025625,100.49,1.0049,1.00013
4.02625,100.5,1.005,1.00023
4.026875,100.5,1.005,1.00023
4.0275,100.5,1.005,1.00023
4.028125,100.5,1.005,1.00023
4.02875,100.5,1.005,1.00023
4.029375,100.5,1.005,1.00023
4.03,100.5,1.005,1.00023
4.030625,100.49,1.0049,1.00013
4.03125,100.49,1.0049,1.00013
4.031875,100.49,1.0049,1.00013
4.0325,100.48,1.0048,1.00003
4.033125,100.48,1.0048,1.00003
4.03375,100.48,1.0048,1.00003
4.034375,100.48,1.0048,1.00003
4.035,100.49,1.0049,1.00013
4.035625,100.49,1.0049,1.00013
4.03625,100.49,1.0049,1.00013
4.036875,100.5,1.005,1.00023
4.0375,100.5,1.005,1.00023
4.038125,100.5,1.005,1.00023
4.03875,100.5,1.005,1.00023
4.039375,100.5,1.005,1.00023
4.04,100.49,1.0049,1.00013
4.040625,100.49,1.0049,1.00013
4.04125,100.49,1.0049,1.00013
4.041875,100.48,1.0048,1.00003
4.0425,100.48,1.0048,1.00003
4.043125,100.48,1.0048,1.00003
4.04375,100.48,1.0048,1.00003
4.044375,100.48,1.0048,1.00003
4.045,100.48,1.0048,1.00003
4.045625,100.49,1.0049,1.00013
4.04625,100.49,1.0049,1.00013
4.046875,100.49,1.0049,1.00013
4.0475,100.5,1.005,1.00023
4.048125,100.5,1.005,1.00023
4.04875,100.5,1.005,1.00023
4.049375,100.49,1.0049,1.00013
4.05,100.49,1.0049,1.00013
4.050625,100.49,1.0049,1.00013
4.05125,100.48,1.0048,1.00003
4.051875,100.48,1.0048,1.00003
4.0525,100.48,1.0048,1.00003
4.053125,100.48,1.0048,1.00003
4.05375,100.48,1.0048,1.00003
4.054375,100.48,1.0048,1.00003
4.055,100.48,1.0048,1.00003
4.055625,100.48,1.0048,1.00003
4.05625,100.49,1.0049,1.00013
4.056875,100.49,1.0049,1.00013
4.0575,100.49,1.0049,1.00013
4.058125,100.49,1.0049,1.00013
4.05875,100.49,1.0049,1.00013
4.059375,100.49,1.0049,1.00013
4.06,100.49,1.0049,1.00013
4.060625,100.48,1.0048,1.00003
4.06125,100.48,1.0048,1.00003
4.061875,100.48,1.0048,1.00003
4.0625,100.48,1.0048,1.00003
4.063125,100.48,1.0048,1.00003
4.06375,100.48,1.0048,1.00003
4.064375,100.48,1.0048,1.00003
4.065,100.48,1.0048,1.00003
4.065625,100.49,1.0049,1.00013
4.06625,100.49,1.0049,1.00013
4.066875,100.49,1.0049,1.00013
4.0675,100.5,1.005,1.00023
4.068125,100.5,1.005,1.00023
4.06875,100.5,1.005,1.00023
4.069375,100.49,1.0049,1.00013
4.07,100.49,1.0049,1.00013
4.070625,100.49,1.0049,1.00013
4.07125,100.48,1.0048,1.00003
4.071875,100.48,1.0048,1.00003
4.0725,100.48,1.0048,1.00003
4.073125,100.48,1.0048,1.00003
4.07375,100.48,1.0048,1.00003
4.074375,100.48,1.0048,1.00003
4.075,100.48,1.0048,1.00003
4.075625,100.49,1.0049,1.00013
4.07625,100.49,1.0049,1.00013
4.076875,100.49,1.0049,1.00013
4.0775,100.5,1.005,1.00023
4.078125,100.5,1.005,1.00023
4.07875,100.5,1.005,1.00023
4.079375,100.49,1.0049,1.00013
4.08,100.49,1.0049,1.00013
4.080625,100.49,1.0049,1.00013
4.08125,100.48,1.0048,1.00003
4.081875,100.48,1.0048,1.00003
4.0825,100.48,1.0048,1.00003
4.083125,100.48,1.0048,1.00003
4.08375,100.48,1.0048,1.00003
4.084375,100.48,1.0048,1.00003
4.085,100.48,1.0048,1.00003
4.085625,100.49,1.0049,1.00013
4.08625,100.49,1.0049,1.00013
4.086875,100.49,1.0049,1.00013
4.0875,100.49,1.0049,1.00013
4.088125,100.49,1.0049,1.00013
4.08875,100.49,1.0049,1.00013
4.089375,100.49,1.0049,1.00013
4.09,100.49,1.0049,1.00013
4.090625,100.49,1.0049,1.00013
4.09125,100.48,1.0048,1.00003
4.091875,100.48,1.0048,1.00003
4.0925,100.48,1.0048,1.00003
4.093125,100.48,1.0048,1.00003
4.09375,100.48,1.0048,1.00003
