t,UAB(V),delta,UAB
4.094375,100.48,1.0048,1.00003
4.095,100.48,1.0048,1.00003
4.095625,100.49,1.0049,1.00013
4.09625,100.49,1.0049,1.00013
4.096875,100.49,1.0049,1.00013
4.0975,100.5,1.005,1.00023
4.098125,100.5,1.005,1.00023
4.09875,100.5,1.005,1.00023
4.099375,100.5,1.005,1.00023
4.1,100.49,1.0049,1.00013
4.100625,100.49,1.0049,1.00013
4.10125,100.49,1.0049,1.00013
4.101875,100.48,1.0048,1.00003
4.1025,100.48,1.0048,1.00003
4.103125,100.48,1.0048,1.00003
4.10375,100.48,1.0048,1.00003
4.104375,100.48,1.0048,1.00003
4.105,100.48,1.0048,1.00003
4.105625,100.49,1.0049,1.00013
4.10625,100.49,1.0049,1.00013
4.106875,100.5,1.005,1.00023
4.1075,100.5,1.005,1.00023
4.108125,100.5,1.005,1.00023
4.10875,100.5,1.005,1.00023
4.109375,100.5,1.005,1.00023
4.11,100.49,1.0049,1.00013
4.110625,100.49,1.0049,1.00013
4.11125,100.48,1.0048,1.00003
4.111875,100.48,1.0048,1.00003
4.1125,100.48,1.0048,1.00003
4.113125,100.48,1.0048,1.00003
4.11375,100.48,1.0048,1.00003
4.114375,100.48,1.0048,1.00003
4.115,100.48,1.0048,1.00003
4.115625,100.49,1.0049,1.00013
4.11625,100.49,1.0049,1.00013
4.116875,100.49,1.0049,1.00013
4.1175,100.5,1.005,1.00023
4.118125,100.5,1.005,1.00023
4.11875,100.5,1.005,1.00023
4.119375,100.49,1.0049,1.00013
4.12,100.49,1.0049,1.00013
4.120625,100.49,1.0049,1.00013
4.12125,100.49,1.0049,1.00013
4.121875,100.48,1.0048,1.00003
4.1225,100.48,1.0048,1.00003
4.123125,100.48,1.0048,1.00003
4.12375,100.48,1.0048,1.00003
4.124375,100.48,1.0048,1.00003
4.125,100.49,1.0049,1.00013
4.125625,100.49,1.0049,1.00013
4.12625,100.5,1.005,1.00023
4.126875,100.5,1.005,1.00023
4.1275,100.5,1.005,1.00023
4.128125,100.5,1.005,1.00023
4.12875,100.5,1.005,1.00023
4.129375,100.5,1.005,1.00023
4.13,100.5,1.005,1.00023
4.130625,100.49,1.0049,1.00013
4.13125,100.49,1.0049,1.00013
4.131875,100.49,1.0049,1.00013
4.1325,100.49,1.0049,1.00013
4.133125,100.49,1.0049,1.00013
4.13375,100.49,1.0049,1.00013
4.134375,100.49,1.0049,1.00013
4.135,100.49,1.0049,1.00013
4.135625,100.5,1.005,1.00023
4.13625,100.5,1.005,1.00023
4.136875,100.5,1.005,1.00023
4.1375,100.51,1.0051,1.00033
4.138125,100.51,1.0051,1.00033
4.13875,100.51,1.0051,1.00033
4.139375,100.51,1.0051,1.00033
4.14,100.5,1.005,1.00023
4.140625,100.5,1.005,1.00023
4.14125,100.49,1.0049,1.00013
4.141875,100.49,1.0049,1.00013
4.1425,100.49,1.0049,1.00013
4.143125,100.49,1.0049,1.00013
4.14375,100.49,1.0049,1.00013
4.144375,100.49,1.0049,1.00013
4.145,100.49,1.0049,1.00013
4.145625,100.49,1.0049,1.00013
4.14625,100.5,1.005,1.00023
4.146875,100.5,1.005,1.00023
4.1475,100.5,1.005,1.00023
4.148125,100.5,1.005,1.00023
4.14875,100.5,1.005,1.00023
4.149375,100.5,1.005,1.00023
4.15,100.5,1.005,1.00023
4.150625,100.49,1.0049,1.00013
4.15125,100.49,1.0049,1.00013
4.151875,100.49,1.0049,1.00013
4.1525,100.49,1.0049,1.00013
4.153125,100.49,1.0049,1.00013
4.15375,100.48,1.0048,1.00003
4.154375,100.49,1.0049,1.00013
4.155,100.49,1.0049,1.00013
4.155625,100.49,1.0049,1.00013
4.15625,100.49,1.0049,1.00013
4.156875,100.5,1.005,1.00023
4.1575,100.5,1.005,1.00023
4.158125,100.5,1.005,1.00023
4.15875,100.5,1.005,1.00023
4.159375,100.5,1.005,1.00023
4.16,100.49,1.0049,1.00013
4.160625,100.49,1.0049,1.00013
4.16125,100.49,1.0049,1.00013
4.161875,100.48,1.0048,1.00003
4.1625,100.48,1.0048,1.00003
4.163125,100.48,1.0048,1.00003
4.16375,100.48,1.0048,1.00003
4.164375,100.48,1.0048,1.00003
4.165,100.48,1.0048,1.00003
4.165625,100.49,1.0049,1.00013
4.16625,100.49,1.0049,1.00013
4.166875,100.49,1.0049,1.00013
4.1675,100.5,1.005,1.00023
4.168125,100.5,1.005,1.00023
4.16875,100.5,1.005,1.00023
4.169375,100.5,1.005,1.00023
4.17,100.49,1.0049,1.00013
4.170625,100.49,1.0049,1.00013
4.17125,100.48,1.0048,1.00003
4.171875,100.48,1.0048,1.00003
4.1725,100.48,1.0048,1.00003
4.173125,100.48,1.0048,1.00003
4.17375,100.48,1.0048,1.00003
4.174375,100.48,1.0048,1.00003
4.175,100.48,1.0048,1.00003
4.175625,100.49,1.0049,1.00013
4.17625,100.49,1.0049,1.00013
4.176875,100.49,1.0049,1.00013
4.1775,100.49,1.0049,1.00013
4.178125,100.5,1.005,1.00023
4.17875,100.49,1.0049,1.00013
4.179375,100.49,1.0049,1.00013
4.18,100.49,1.0049,1.00013
4.180625,100.49,1.0049,1.00013
4.18125,100.48,1.0048,1.00003
4.181875,100.48,1.0048,1.00003
4.1825,100.48,1.0048,1.00003
4.183125,100.48,1.0048,1.00003
4.18375,100.48,1.0048,1.00003
4.184375,100.49,1.0049,1.00013
4.185,100.49,1.0049,1.00013
4.185625,100.49,1.0049,1.00013
4.18625,100.5,1.005,1.00023
4.186875,100.5,1.005,1.00023
4.1875,100.5,1.005,1.00023
4.188125,100.5,1.005,1.00023
4.18875,100.5,1.005,1.00023
4.189375,100.5,1.005,1.00023
4.19,100.5,1.005,1.00023
4.190625,100.49,1.0049,1.00013
4.19125,100.49,1.0049,1.00013
4.191875,100.49,1.0049,1.00013
4.1925,100.48,1.0048,1.00003
4.193125,100.48,1.0048,1.00003
4.19375,100.48,1.0048,1.00003
4.194375,100.48,1.0048,1.00003
4.195,100.49,1.0049,1.00013
4.195625,100.49,1.0049,1.00013
4.19625,100.5,1.005,1.00023
4.196875,100.5,1.005,1.00023
4.1975,100.51,1.0051,1.00033
4.198125,100.51,1.0051,1.00033
4.19875,100.51,1.0051,1.00033
4.199375,100.5,1.005,1.00023
4.2,100.5,1.005,1.00023
4.200625,100.5,1.005,1.00023
4.20125,100.49,1.0049,1.00013
4.201875,100.49,1.0049,1.00013
4.2025,100.49,1.0049,1.00013
4.203125,100.49,1.0049,1.00013
4.20375,100.49,1.0049,1.00013
4.204375,100.49,1.0049,1.00013
4.205,100.5,1.005,1.00023
4.205625,100.5,1.005,1.00023
4.20625,100.5,1.005,1.00023
4.206875,100.51,1.0051,1.00033
4.2075,100.51,1.0051,1.00033
4.208125,100.51,1.0051,1.00033
4.20875,100.51,1.0051,1.00033
4.209375,100.51,1.0051,1.00033
4.21,100.5,1.005,1.00023
4.210625,100.5,1.005,1.00023
4.21125,100.5,1.005,1.00023
4.211875,100.49,1.0049,1.00013
4.2125,100.49,1.0049,1.00013
4.213125,100.49,1.0049,1.00013
4.21375,100.49,1.0049,1.00013
4.214375,100.49,1.0049,1.00013
4.215,100.5,1.005,1.00023
4.215625,100.5,1.005,1.00023
4.21625,100.5,1.005,1.00023
4.216875,100.5,1.005,1.00023
4.2175,100.5,1.005,1.00023
4.218125,100.51,1.0051,1.00033
4.21875,100.5,1.005,1.00023
4.219375,100.5,1.005,1.00023
4.22,100.5,1.005,1.00023
4.220625,100.5,1.005,1.00023
4.22125,100.49,1.0049,1.00013
4.221875,100.49,1.0049,1.00013
4.2225,100.49,1.0049,1.00013
4.223125,100.49,1.0049,1.00013
4.22375,100.48,1.0048,1.00003
4.224375,100.49,1.0049,1.00013
4.225,100.49,1.0049,1.00013
4.225625,100.49,1.0049,1.00013
4.22625,100.5,1.005,1.00023
4.226875,100.5,1.005,1.00023
4.2275,100.5,1.005,1.00023
4.228125,100.5,1.005,1.00023
4.22875,100.5,1.005,1.00023
4.229375,100.5,1.005,1.00023
4.23,100.5,1.005,1.00023
4.230625,100.49,1.0049,1.00013
4.23125,100.49,1.0049,1.00013
4.231875,100.49,1.0049,1.00013
4.2325,100.49,1.0049,1.00013
4.233125,100.49,1.0049,1.00013
4.23375,100.49,1.0049,1.00013
4.234375,100.49,1.0049,1.00013
4.235,100.5,1.005,1.00023
4.235625,100.5,1.005,1.00023
4.23625,100.5,1.005,1.00023
4.236875,100.51,1.0051,1.00033
4.2375,100.51,1.0051,1.00033
4.238125,100.51,1.0051,1.00033
4.23875,100.51,1.0051,1.00033
4.239375,100.51,1.0051,1.00033
4.24,100.51,1.0051,1.00033
4.240625,100.5,1.005,1.00023
4.24125,100.5,1.005,1.00023
4.241875,100.5,1.005,1.00023
4.2425,100.5,1.005,1.00023
4.243125,100.5,1.005,1.00023
4.24375,100.5,1.005,1.00023
4.244375,100.5,1.005,1.00023
4.245,100.5,1.005,1.00023
4.245625,100.51,1.0051,1.00033
4.24625,100.51,1.0051,1.00033
4.246875,100.52,1.0052,1.00043
4.2475,100.52,1.0052,1.00043
4.248125,100.52,1.0052,1.00043
4.24875,100.52,1.0052,1.00043
4.249375,100.52,1.0052,1.00043
4.25,100.51,1.0051,1.00033
4.250625,100.51,1.0051,1.00033
4.25125,100.51,1.0051,1.00033
4.251875,100.5,1.005,1.00023
4.2525,100.5,1.005,1.00023
4.253125,100.5,1.005,1.00023
4.25375,100.5,1.005,1.00023
4.254375,100.5,1.005,1.00023
4.255,100.51,1.0051,1.00033
4.255625,100.51,1.0051,1.00033
4.25625,100.51,1.0051,1.00033
4.256875,100.52,1.0052,1.00043
4.2575,100.52,1.0052,1.00043
4.258125,100.52,1.0052,1.00043
4.25875,100.52,1.0052,1.00043
4.259375,100.52,1.0052,1.00043
4.26,100.51,1.0051,1.00033
4.260625,100.51,1.0051,1.00033
4.26125,100.5,1.005,1.00023
4.261875,100.5,1.005,1.00023
4.2625,100.5,1.005,1.00023
4.263125,100.5,1.005,1.00023
4.26375,100.5,1.005,1.00023
4.264375,100.5,1.005,1.00023
4.265,100.5,1.005,1.00023
4.265625,100.51,1.0051,1.00033
4.26625,100.51,1.0051,1.00033
4.266875,100.51,1.0051,1.00033
4.2675,100.52,1.0052,1.00043
4.268125,100.52,1.0052,1.00043
4.26875,100.52,1.0052,1.00043
4.269375,100.51,1.0051,1.00033
4.27,100.51,1.0051,1.00033
4.270625,100.51,1.0051,1.00033
4.27125,100.51,1.0051,1.00033
4.271875,100.5,1.005,1.00023
4.2725,100.5,1.005,1.00023
4.273125,100.5,1.005,1.00023
4.27375,100.5,1.005,1.00023
4.274375,100.5,1.005,1.00023
4.275,100.5,1.005,1.00023
4.275625,100.51,1.0051,1.00033
4.27625,100.51,1.0051,1.00033
4.276875,100.51,1.0051,1.00033
4.2775,100.52,1.0052,1.00043
4.278125,100.52,1.0052,1.00043
4.27875,100.52,1.0052,1.00043
4.279375,100.51,1.0051,1.00033
4.28,100.51,1.0051,1.00033
4.280625,100.51,1.0051,1.00033
4.28125,100.5,1.005,1.00023
4.281875,100.5,1.005,1.00023
4.2825,100.5,1.005,1.00023
4.283125,100.5,1.005,1.00023
4.28375,100.5,1.005,1.00023
4.284375,100.5,1.005,1.00023
4.285,100.5,1.005,1.00023
4.285625,100.5,1.005,1.00023
4.28625,100.51,1.0051,1.00033
4.286875,100.51,1.0051,1.00033
4.2875,100.51,1.0051,1.00033
4.288125,100.51,1.0051,1.00033
4.28875,100.51,1.0051,1.00033
4.289375,100.51,1.0051,1.00033
4.29,100.51,1.0051,1.00033
4.290625,100.5,1.005,1.00023
4.29125,100.5,1.005,1.00023
4.291875,100.49,1.0049,1.00013
4.2925,100.49,1.0049,1.00013
4.293125,100.49,1.0049,1.00013
4.29375,100.49,1.0049,1.00013
4.294375,100.49,1.0049,1.00013
4.295,100.5,1.005,1.00023
4.295625,100.5,1.005,1.00023
4.29625,100.5,1.005,1.00023
4.296875,100.51,1.0051,1.00033
4.2975,100.51,1.0051,1.00033
4.298125,100.51,1.0051,1.00033
4.29875,100.51,1.0051,1.00033
4.299375,100.51,1.0051,1.00033
4.3,100.5,1.005,1.00023
4.300625,100.5,1.005,1.00023
4.30125,100.5,1.005,1.00023
4.301875,100.49,1.0049,1.00013
4.3025,100.49,1.0049,1.00013
4.303125,100.49,1.0049,1.00013
4.30375,100.49,1.0049,1.00013
4.304375,100.49,1.0049,1.00013
4.305,100.49,1.0049,1.00013
4.305625,100.5,1.005,1.00023
4.30625,100.5,1.005,1.00023
4.306875,100.51,1.0051,1.00033
4.3075,100.51,1.0051,1.00033
4.308125,100.51,1.0051,1.00033
4.30875,100.51,1.0051,1.00033
4.309375,100.51,1.0051,1.00033
4.31,100.5,1.005,1.00023
4.310625,100.5,1.005,1.00023
4.31125,100.5,1.005,1.00023
4.311875,100.49,1.0049,1.00013
4.3125,100.49,1.0049,1.00013
4.313125,100.49,1.0049,1.00013
4.31375,100.49,1.0049,1.00013
4.314375,100.49,1.0049,1.00013
4.315,100.49,1.0049,1.00013
4.315625,100.5,1.005,1.00023
4.31625,100.5,1.005,1.00023
4.316875,100.51,1.0051,1.00033
4.3175,100.51,1.0051,1.00033
4.318125,100.51,1.0051,1.00033
4.31875,100.51,1.0051,1.00033
4.319375,100.5,1.005,1.00023
4.32,100.5,1.005,1.00023
4.320625,100.5,1.005,1.00023
4.32125,100.49,1.0049,1.00013
4.321875,100.49,1.0049,1.00013
4.3225,100.49,1.0049,1.00013
4.323125,100.49,1.0049,1.00013
4.32375,100.49,1.0049,1.00013
4.324375,100.49,1.0049,1.00013
4.325,100.49,1.0049,1.00013
4.325625,100.49,1.0049,1.00013
4.32625,100.5,1.005,1.00023
4.326875,100.5,1.005,1.00023
4.3275,100.5,1.005,1.00023
4.328125,100.5,1.005,1.00023
4.32875,100.5,1.005,1.00023
4.329375,100.5,1.005,1.00023
4.33,100.5,1.005,1.00023
4.330625,100.5,1.005,1.00023
4.33125,100.49,1.0049,1.00013
4.331875,100.49,1.0049,1.00013
4.3325,100.48,1.0048,1.00003
4.333125,100.48,1.0048,1.00003
4.33375,100.48,1.0048,1.00003
4.334375,100.48,1.0048,1.00003
4.335,100.48,1.0048,1.00003
4.335625,100.49,1.0049,1.00013
4.33625,100.49,1.0049,1.00013
4.336875,100.49,1.0049,1.00013
4.3375,100.5,1.005,1.00023
4.338125,100.5,1.005,1.00023
4.33875,100.5,1.005,1.00023
4.339375,100.5,1.005,1.00023
4.34,100.49,1.0049,1.00013
4.340625,100.49,1.0049,1.00013
4.34125,100.49,1.0049,1.00013
4.341875,100.48,1.0048,1.00003
4.3425,100.48,1.0048,1.00003
4.343125,100.48,1.0048,1.00003
4.34375,100.48,1.0048,1.00003
4.344375,100.48,1.0048,1.00003
4.345,100.49,1.0049,1.00013
4.345625,100.49,1.0049,1.00013
4.34625,100.49,1.0049,1.00013
4.346875,100.5,1.005,1.00023
4.3475,100.5,1.005,1.00023
4.348125,100.5,1.005,1.00023
4.34875,100.5,1.005,1.00023
4.349375,100.5,1.005,1.00023
4.35,100.49,1.0049,1.00013
4.350625,100.49,1.0049,1.00013
4.35125,100.49,1.0049,1.00013
4.351875,100.48,1.0048,1.00003
4.3525,100.48,1.0048,1.00003
4.353125,100.48,1.0048,1.00003
4.35375,100.49,1.0049,1.00013
4.354375,100.49,1.0049,1.00013
4.355,100.49,1.0049,1.00013
4.355625,100.5,1.005,1.00023
4.35625,100.5,1.005,1.00023
4.356875,100.5,1.005,1.00023
4.3575,100.51,1.0051,1.00033
4.358125,100.51,1.0051,1.00033
4.35875,100.51,1.0051,1.00033
4.359375,100.5,1.005,1.00023
4.36,100.5,1.005,1.00023
4.360625,100.5,1.005,1.00023
4.36125,100.49,1.0049,1.00013
4.361875,100.49,1.0049,1.00013
4.3625,100.49,1.0049,1.00013
4.363125,100.49,1.0049,1.00013
4.36375,100.49,1.0049,1.00013
4.364375,100.49,1.0049,1.00013
4.365,100.5,1.005,1.00023
4.365625,100.5,1.005,1.00023
4.36625,100.5,1.005,1.00023
4.366875,100.51,1.0051,1.00033
4.3675,100.51,1.0051,1.00033
4.368125,100.51,1.0051,1.00033
4.36875,100.51,1.0051,1.00033
4.369375,100.51,1.0051,1.00033
4.37,100.51,1.0051,1.00033
4.370625,100.5,1.005,1.00023
4.37125,100.5,1.005,1.00023
4.371875,100.5,1.005,1.00023
4.3725,100.49,1.0049,1.00013
4.373125,100.49,1.0049,1.00013
4.37375,100.49,1.0049,1.00013
4.374375,100.49,1.0049,1.00013
4.375,100.5,1.005,1.00023
4.375625,100.5,1.005,1.00023
4.37625,100.51,1.0051,1.00033
4.376875,100.51,1.0051,1.00033
4.3775,100.51,1.0051,1.00033
4.378125,100.51,1.0051,1.00033
4.37875,100.51,1.0051,1.00033
4.379375,100.51,1.0051,1.00033
4.38,100.51,1.0051,1.00033
4.380625,100.5,1.005,1.00023
4.38125,100.5,1.005,1.00023
4.381875,100.49,1.0049,1.00013
4.3825,100.49,1.0049,1.00013
4.383125,100.49,1.0049,1.00013
4.38375,100.49,1.0049,1.00013
4.384375,100.49,1.0049,1.00013
4.385,100.5,1.005,1.00023
4.385625,100.51,1.0051,1.00033
4.38625,100.51,1.0051,1.00033
4.386875,100.51,1.0051,1.00033
4.3875,100.52,1.0052,1.00043
4.388125,100.52,1.0052,1.00043
4.38875,100.52,1.0052,1.00043
4.389375,100.51,1.0051,1.00033
4.39,100.51,1.0051,1.00033
4.390625,100.51,1.0051,1.00033
4.39125,100.5,1.005,1.00023
4.391875,100.5,1.005,1.00023
4.3925,100.5,1.005,1.00023
4.393125,100.5,1.005,1.00023
4.39375,100.5,1.005,1.00023
4.394375,100.5,1.005,1.00023
4.395,100.51,1.0051,1.00033
4.395625,100.51,1.0051,1.00033
4.39625,100.51,1.0051,1.00033
4.396875,100.52,1.0052,1.00043
4.3975,100.52,1.0052,1.00043
4.398125,100.52,1.0052,1.00043
4.39875,100.52,1.0052,1.00043
4.399375,100.52,1.0052,1.00043
4.4,100.52,1.0052,1.00043
4.400625,100.51,1.0051,1.00033
4.40125,100.51,1.0051,1.00033
4.401875,100.51,1.0051,1.00033
4.4025,100.51,1.0051,1.00033
4.403125,100.51,1.0051,1.00033
4.40375,100.51,1.0051,1.00033
4.404375,100.51,1.0051,1.00033
4.405,100.51,1.0051,1.00033
4.405625,100.51,1.0051,1.00033
4.40625,100.52,1.0052,1.00043
4.406875,100.52,1.0052,1.00043
4.4075,100.52,1.0052,1.00043
4.408125,100.52,1.0052,1.00043
4.40875,100.52,1.0052,1.00043
4.409375,100.52,1.0052,1.00043
4.41,100.52,1.0052,1.00043
4.410625,100.51,1.0051,1.00033
4.41125,100.51,1.0051,1.00033
4.411875,100.51,1.0051,1.00033
4.4125,100.5,1.005,1.00023
4.413125,100.5,1.005,1.00023
4.41375,100.5,1.005,1.00023
4.414375,100.51,1.0051,1.00033
4.415,100.51,1.0051,1.00033
4.415625,100.51,1.0051,1.00033
4.41625,100.52,1.0052,1.00043
4.416875,100.52,1.0052,1.00043
4.4175,100.52,1.0052,1.00043
4.418125,100.52,1.0052,1.00043
4.41875,100.52,1.0052,1.00043
4.419375,100.52,1.0052,1.00043
4.42,100.52,1.0052,1.00043
4.420625,100.51,1.0051,1.00033
4.42125,100.51,1.0051,1.00033
4.421875,100.51,1.0051,1.00033
4.4225,100.5,1.005,1.00023
4.423125,100.5,1.005,1.00023
4.42375,100.51,1.0051,1.00033
4.424375,100.51,1.0051,1.00033
4.425,100.51,1.0051,1.00033
4.425625,100.51,1.0051,1.00033
4.42625,100.51,1.0051,1.00033
4.426875,100.52,1.0052,1.00043
4.4275,100.52,1.0052,1.00043
4.428125,100.52,1.0052,1.00043
4.42875,100.52,1.0052,1.00043
4.429375,100.52,1.0052,1.00043
4.43,100.52,1.0052,1.00043
4.430625,100.51,1.0051,1.00033
4.43125,100.51,1.0051,1.00033
4.431875,100.51,1.0051,1.00033
4.4325,100.51,1.0051,1.00033
4.433125,100.5,1.005,1.00023
4.43375,100.5,1.005,1.00023
4.434375,100.51,1.0051,1.00033
4.435,100.51,1.0051,1.00033
4.435625,100.51,1.0051,1.00033
4.43625,100.51,1.0051,1.00033
4.436875,100.52,1.0052,1.00043
4.4375,100.52,1.0052,1.00043
4.438125,100.52,1.0052,1.00043
4.43875,100.52,1.0052,1.00043
4.439375,100.52,1.0052,1.00043
4.44,100.52,1.0052,1.00043
4.440625,100.51,1.0051,1.00033
4.44125,100.51,1.0051,1.00033
4.441875,100.51,1.0051,1.00033
4.4425,100.5,1.005,1.00023
4.443125,100.5,1.005,1.00023
4.44375,100.5,1.005,1.00023
4.444375,100.5,1.005,1.00023
4.445,100.51,1.0051,1.00033
4.445625,100.51,1.0051,1.00033
4.44625,100.51,1.0051,1.00033
4.446875,100.52,1.0052,1.00043
4.4475,100.52,1.0052,1.00043
4.448125,100.52,1.0052,1.00043
4.44875,100.52,1.0052,1.00043
4.449375,100.52,1.0052,1.00043
4.45,100.51,1.0051,1.00033
4.450625,100.51,1.0051,1.00033
4.45125,100.51,1.0051,1.00033
4.451875,100.5,1.005,1.00023
4.4525,100.5,1.005,1.00023
4.453125,100.5,1.005,1.00023
4.45375,100.5,1.005,1.00023
4.454375,100.5,1.005,1.00023
4.455,100.5,1.005,1.00023
4.455625,100.51,1.0051,1.00033
4.45625,100.51,1.0051,1.00033
4.456875,100.51,1.0051,1.00033
4.4575,100.52,1.0052,1.00043
4.458125,100.52,1.0052,1.00043
4.45875,100.52,1.0052,1.00043
4.459375,100.51,1.0051,1.00033
4.46,100.51,1.0051,1.00033
4.460625,100.51,1.0051,1.00033
4.46125,100.5,1.005,1.00023
4.461875,100.5,1.005,1.00023
4.4625,100.5,1.005,1.00023
4.463125,100.5,1.005,1.00023
4.46375,100.5,1.005,1.00023
4.464375,100.5,1.005,1.00023
4.465,100.5,1.005,1.00023
4.465625,100.5,1.005,1.00023
4.46625,100.5,1.005,1.00023
4.466875,100.51,1.0051,1.00033
4.4675,100.51,1.0051,1.00033
4.468125,100.51,1.0051,1.00033
4.46875,100.51,1.0051,1.00033
4.469375,100.51,1.0051,1.00033
4.47,100.51,1.0051,1.00033
4.470625,100.5,1.005,1.00023
4.47125,100.5,1.005,1.00023
4.471875,100.5,1.005,1.00023
4.4725,100.5,1.005,1.00023
4.473125,100.49,1.0049,1.00013
4.47375,100.49,1.0049,1.00013
4.474375,100.49,1.0049,1.00013
4.475,100.5,1.005,1.00023
4.475625,100.5,1.005,1.00023
4.47625,100.51,1.0051,1.00033
4.476875,100.51,1.0051,1.00033
4.4775,100.51,1.0051,1.00033
4.478125,100.51,1.0051,1.00033
4.47875,100.51,1.0051,1.00033
4.479375,100.51,1.0051,1.00033
4.48,100.51,1.0051,1.00033
4.480625,100.51,1.0051,1.00033
4.48125,100.5,1.005,1.00023
4.481875,100.5,1.005,1.00023
4.4825,100.5,1.005,1.00023
4.483125,100.5,1.005,1.00023
4.48375,100.5,1.005,1.00023
4.484375,100.5,1.005,1.00023
4.485,100.51,1.0051,1.00033
4.485625,100.51,1.0051,1.00033
4.48625,100.51,1.0051,1.00033
4.486875,100.52,1.0052,1.00043
4.4875,100.52,1.0052,1.00043
4.488125,100.52,1.0052,1.00043
4.48875,100.52,1.0052,1.00043
4.489375,100.52,1.0052,1.00043
4.49,100.51,1.0051,1.00033
4.490625,100.51,1.0051,1.00033
4.49125,100.5,1.005,1.00023
4.491875,100.5,1.005,1.00023
4.4925,100.5,1.005,1.00023
4.493125,100.5,1.005,1.00023
4.49375,100.5,1.005,1.00023
4.494375,100.5,1.005,1.00023
4.495,100.5,1.005,1.00023
4.495625,100.51,1.0051,1.00033
4.49625,100.51,1.0051,1.00033
4.496875,100.51,1.0051,1.00033
4.4975,100.51,1.0051,1.00033
4.498125,100.52,1.0052,1.00043
4.49875,100.52,1.0052,1.00043
4.499375,100.51,1.0051,1.00033
4.5,100.51,1.0051,1.00033
4.500625,100.51,1.0051,1.00033
4.50125,100.5,1.005,1.00023
4.501875,100.5,1.005,1.00023
4.5025,100.49,1.0049,1.00013
4.503125,100.49,1.0049,1.00013
4.50375,100.49,1.0049,1.00013
4.504375,100.49,1.0049,1.00013
4.505,100.49,1.0049,1.00013
4.505625,100.5,1.005,1.00023
4.50625,100.5,1.005,1.00023
4.506875,100.51,1.0051,1.00033
4.5075,100.51,1.0051,1.00033
4.508125,100.51,1.0051,1.00033
4.50875,100.51,1.0051,1.00033
4.509375,100.51,1.0051,1.00033
4.51,100.5,1.005,1.00023
4.510625,100.5,1.005,1.00023
4.51125,100.5,1.005,1.00023
4.511875,100.49,1.0049,1.00013
4.5125,100.49,1.0049,1.00013
4.513125,100.49,1.0049,1.00013
4.51375,100.5,1.005,1.00023
4.514375,100.5,1.005,1.00023
4.515,100.5,1.005,1.00023
4.515625,100.51,1.0051,1.00033
4.51625,100.51,1.0051,1.00033
4.516875,100.51,1.0051,1.00033
4.5175,100.52,1.0052,1.00043
4.518125,100.52,1.0052,1.00043
4.51875,100.52,1.0052,1.00043
4.519375,100.51,1.0051,1.00033
4.52,100.51,1.0051,1.00033
4.520625,100.51,1.0051,1.00033
4.52125,100.51,1.0051,1.00033
4.521875,100.5,1.005,1.00023
4.5225,100.5,1.005,1.00023
4.523125,100.5,1.005,1.00023
4.52375,100.5,1.005,1.00023
4.524375,100.5,1.005,1.00023
4.525,100.51,1.0051,1.00033
4.525625,100.51,1.0051,1.00033
4.52625,100.51,1.0051,1.00033
4.526875,100.52,1.0052,1.00043
4.5275,100.52,1.0052,1.00043
4.528125,100.52,1.0052,1.00043
4.52875,100.52,1.0052,1.00043
4.529375,100.52,1.0052,1.00043
4.53,100.52,1.0052,1.00043
4.530625,100.51,1.0051,1.00033
4.53125,100.51,1.0051,1.00033
4.531875,100.51,1.0051,1.00033
4.5325,100.51,1.0051,1.00033
4.533125,100.5,1.005,1.00023
4.53375,100.5,1.005,1.00023
4.534375,100.5,1.005,1.00023
4.535,100.51,1.0051,1.00033
4.535625,100.51,1.0051,1.00033
4.53625,100.51,1.0051,1.00033
4.536875,100.52,1.0052,1.00043
4.5375,100.52,1.0052,1.00043
4.538125,100.52,1.0052,1.00043
4.53875,100.52,1.0052,1.00043
4.539375,100.52,1.0052,1.00043
4.54,100.52,1.0052,1.00043
4.540625,100.51,1.0051,1.00033
4.54125,100.51,1.0051,1.00033
4.541875,100.51,1.0051,1.00033
4.5425,100.5,1.005,1.00023
4.543125,100.5,1.005,1.00023
4.54375,100.5,1.005,1.00023
4.544375,100.51,1.0051,1.00033
4.545,100.51,1.0051,1.00033
4.545625,100.51,1.0051,1.00033
4.54625,100.51,1.0051,1.00033
4.546875,100.52,1.0052,1.00043
